Data Source in SDW: https://sdw.ecb.europa.eu/quickview.do?SERIES_KEY=124.MIR.M.NL.B.A2I.AM.R.A.2240.EUR.N,,,
2012May,2.44,Normal value (A),
2012Apr,2.6,Normal value (A),
2012Mar,2.66,Normal value (A),
2012Feb,2.9,Normal value (A),
2012Jan,2.96,Normal value (A),
2011Dec,3.09,Normal value (A),
2011Nov,2.9,Normal value (A),
2011Oct,3.16,Normal value (A),
2011Sep,3.03,Normal value (A),
2011Aug,3.02,Normal value (A),
2011Jul,3.26,Normal value (A),
2011Jun,3.39,Normal value (A),
2011May,3.16,Normal value (A),
2011Apr,3.11,Normal value (A),
2011Mar,2.99,Normal value (A),
2011Feb,2.88,Normal value (A),
2011Jan,2.93,Normal value (A),
2010Dec,2.84,Normal value (A),
2010Nov,2.71,Normal value (A),
2010Oct,2.73,Normal value (A),
2010Sep,2.56,Normal value (A),
2010Aug,2.44,Normal value (A),
2010Jul,2.6,Normal value (A),
2010Jun,2.55,Normal value (A),
2010May,2.4,Normal value (A),
2010Apr,2.4,Normal value (A),
2010Mar,2.45,Normal value (A),
2010Feb,2.6,Normal value (A),
2010Jan,2.61,Normal value (A),
2009Dec,2.73,Normal value (A),
2009Nov,2.56,Normal value (A),
2009Oct,2.61,Normal value (A),
2009Sep,2.63,Normal value (A),
2009Aug,2.59,Normal value (A),
2009Jul,2.72,Normal value (A),
2009Jun,2.91,Normal value (A),
2009May,3,Normal value (A),
2009Apr,3.02,Normal value (A),
2009Mar,3.24,Normal value (A),
2009Feb,3.36,Normal value (A),
2009Jan,3.91,Normal value (A),
2008Dec,4.57,Normal value (A),
2008Nov,5.08,Normal value (A),
2008Oct,5.67,Normal value (A),
2008Sep,5.72,Normal value (A),
2008Aug,5.46,Normal value (A),
2008Jul,5.51,Normal value (A),
2008Jun,5.44,Normal value (A),
2008May,5.43,Normal value (A),
2008Apr,5.4,Normal value (A),
2008Mar,5.27,Normal value (A),
2008Feb,5.23,Normal value (A),
2008Jan,5.34,Normal value (A),
2007Dec,5.51,Normal value (A),
2007Nov,5.3,Normal value (A),
2007Oct,5.34,Normal value (A),
2007Sep,5.43,Normal value (A),
2007Aug,5.22,Normal value (A),
2007Jul,5.21,Normal value (A),
2007Jun,5.22,Normal value (A),
2007May,4.96,Normal value (A),
2007Apr,4.94,Normal value (A),
2007Mar,4.87,Normal value (A),
2007Feb,4.75,Normal value (A),
2007Jan,4.71,Normal value (A),
2006Dec,4.67,Normal value (A),
2006Nov,4.88,Normal value (A),
2006Oct,4.56,Normal value (A),
2006Sep,4.38,Normal value (A),
2006Aug,4.33,Normal value (A),
2006Jul,4.25,Normal value (A),
2006Jun,4.12,Normal value (A),
2006May,4.01,Normal value (A),
2006Apr,4.01,Normal value (A),
2006Mar,3.89,Normal value (A),
2006Feb,3.91,Normal value (A),
2006Jan,4,Normal value (A),
2005Dec,3.98,Normal value (A),
2005Nov,3.57,Normal value (A),
2005Oct,3.5,Normal value (A),
2005Sep,3.49,Normal value (A),
2005Aug,3.45,Normal value (A),
2005Jul,3.5,Normal value (A),
2005Jun,3.51,Normal value (A),
2005May,3.62,Normal value (A),
2005Apr,3.58,Normal value (A),
2005Mar,3.6,Normal value (A),
2005Feb,3.54,Normal value (A),
2005Jan,3.66,Normal value (A),
2004Dec,3.61,Normal value (A),
2004Nov,3.57,Normal value (A),
2004Oct,3.6,Normal value (A),
2004Sep,3.65,Normal value (A),
2004Aug,3.6,Normal value (A),
2004Jul,3.67,Normal value (A),
2004Jun,3.58,Normal value (A),
2004May,3.63,Normal value (A),
2004Apr,3.64,Normal value (A),
2004Mar,3.61,Normal value (A),
2004Feb,3.64,Normal value (A),
2004Jan,3.7,Normal value (A),
2003Dec,3.78,Normal value (A),
2003Nov,3.7,Normal value (A),
2003Oct,3.8,Normal value (A),
2003Sep,3.69,Normal value (A),
2003Aug,3.66,Normal value (A),
2003Jul,3.69,Normal value (A),
2003Jun,3.84,Normal value (A),
2003May,4.01,Normal value (A),
2003Apr,4.05,Normal value (A),
2003Mar,4.08,Normal value (A),
2003Feb,4.16,Normal value (A),
2003Jan,4.4,Normal value (A),
